,Date,DIFF,TRFEE,MKTCP,TOTBC,MWNUS,MWNTD,MWTRV,AVBLS,BLCHS,ATRCT,MIREV,HRATE,CPTRA,CPTRV,TRVOU,TOUTV,ETRVU,ETRAV,NTRBL,NADDU,NTREP,NTRAT,NTRAN,MKPRU
2623,2016-03-10,158427203767.0,52.605287100000005,6319324957.5,15297325.0,6343080.0,57801.0,207741.482989,0.718331939394,61206.0,8.21666666667,1725518.7,1299450.7376299999,9.196733342929999,1.5079411904299997,19572952.0075,2036078.8004700001,114428780.0,277000.0,1241.0,330958.0,180232.0,115319903.0,187623.0,413.1
2624,2016-03-11,158427203767.0,43.43549045,6365361600.0,15301350.0,6354076.0,63792.0,211225.855777,0.697423130435,61318.0,6.833333333330001,1692288.0,1267948.90157,8.78604025731,1.21702670421,24022113.591,2456426.10633,139051016.0,334257.0,1300.0,374551.0,186345.0,115512514.0,192611.0,416.0
2625,2016-03-12,158427203767.0,41.22294318,6446951118.5,15305425.0,6364167.0,61372.0,264463.60805599997,0.627885177914,61420.0,7.15,1733741.52,1283699.8196,8.9426200522,1.2577948669399999,25307656.1388,2370005.65767,137839767.0,327239.0,1270.0,352895.0,185911.0,115706388.0,193874.0,421.22
2626,2016-03-13,158427203767.0,29.31003112,6315415323.0,15312325.0,6374543.0,53539.0,170954.182291,0.5706659465649999,61581.0,7.166666666669999,1362701.76,1031685.1310899999,9.65660704668,1.93064353847,14705841.4384,1506469.53036,70582774.0,171135.0,1475.0,310285.0,136679.0,116022932.0,141116.0,412.44
2627,2016-03-14,158427203767.0,43.83967453,6339180629.0,15316100.0,6384808.0,42589.0,111033.571977,0.734625986755,61691.0,7.6,1580232.02,1189194.31141,8.43235639084,1.4075659721,20282050.7868,2279601.6609400003,112266995.0,271248.0,1398.0,393384.0,177649.0,116210333.0,187401.0,413.89
2628,2016-03-15,158427203767.0,42.7063754,6354388122.0,15319900.0,6408681.0,60614.0,220982.85736199998,0.691423019737,61796.0,8.4,1593584.76,1197069.7704200002,8.06155880553,1.35411927911,20597238.3355,2178009.21023,117684224.0,283727.0,1165.0,367761.0,190346.0,116408010.0,197677.0,414.78
2629,2016-03-16,158427203767.0,42.7063754,6354388122.0,15319900.0,6444611.0,64790.0,157479.397743,0.691423019737,61796.0,7.1,1593584.76,1197069.7704200002,8.06155880553,1.35411927911,20597238.3355,2178009.21023,117684224.0,283727.0,1165.0,367761.0,190346.0,116408010.0,197677.0,414.78
2630,2016-03-17,158427203767.0,48.1134711,6374693158.5,15324150.0,6460381.0,61419.0,226669.70010999998,0.634046052941,61903.0,7.1,1787925.02,1338828.03271,8.27846545633,1.6812812835100002,19419077.2239,12271722.7309,106343004.0,255638.0,1501.0,369886.0,209667.0,116623983.0,215973.0,415.99
2631,2016-03-18,158427203767.0,46.26447738,6416715066.0,15327525.0,6472713.0,59060.0,233002.65683899997,0.7541426444439999,62004.0,7.7,1432167.44,1063186.96715,6.9195858397,1.24266611209,18657007.429,10141726.5497,115249577.0,275295.0,1412.0,394142.0,201122.0,116830956.0,206973.0,418.64
2632,2016-03-19,165496835118.0,42.58594292,6268375748.25,15330975.0,6484014.0,59385.0,295450.454584,0.735858463768,62105.0,8.816666666669999,1427774.04,1135311.13693,7.013400465669999,1.17386322766,28073923.8525,2457182.4418599997,121630357.0,297479.0,1244.0,364177.0,196834.0,117034534.0,203578.0,408.87
2633,2016-03-20,165496835118.0,38.06506394,6219459016.5,15334350.0,6494510.0,54666.0,221666.24525799998,0.681470185185,62196.0,8.05,1384278.67,1110630.46004,7.329538713250001,1.48871929088,15007027.5693,5098832.83494,92984532.0,229257.0,1291.0,350288.0,182265.0,117223397.0,188863.0,405.59
2634,2016-03-21,165496835118.0,32.8533328,6300441606.25,15338125.0,6506740.0,49656.0,161154.277615,0.625000602649,62290.0,7.61666666667,1563801.39,1242260.73678,8.88710348198,2.21429270024,13576322.2292,1729851.94462,70623066.0,171928.0,1197.0,352210.0,168925.0,117399360.0,175963.0,410.77
2635,2016-03-22,165496835118.0,38.65376627,6297439974.75,15341275.0,6518812.0,58988.0,163502.73836800002,0.784259230159,62388.0,9.166666666669999,1308642.12,1036588.42937,6.915689644239999,1.3679133704700002,18209312.2497,1990510.37953,95667032.0,233056.0,1104.0,375082.0,181205.0,117588588.0,189228.0,410.49
2636,2016-03-23,165496835118.0,43.74554841,6373545750.0,15345000.0,6530896.0,65147.0,263720.527289,0.727109114094,62496.0,7.266666666669999,1565038.8,1225806.9521899999,7.43528752233,1.26502173236,21365652.9856,2215916.8341900003,123716357.0,297860.0,1055.0,399764.0,202698.0,117799076.0,210488.0,415.35
2637,2016-03-24,165496835118.0,38.7057276,6412718195.0,15348775.0,6543081.0,58235.0,311618.225156,0.6589215298009999,62595.0,7.65,1593071.4,1242260.73678,8.47933169041,1.43495696805,16895793.7908,2111320.05753,111018758.0,265722.0,1276.0,322191.0,181335.0,117986953.0,187877.0,417.8
